term,category,weight,Norm_Weight
oh,PAST_OR_NOT,0.13718041,0.04453051
of,PAST_OR_NOT,-0.006099968,-0.098749867
favorite,PAST_OR_NOT,0.101027302,0.008377403
it's,PAST_OR_NOT,-0.188357642,-0.281007542
or,PAST_OR_NOT,-0.045766585,-0.138416485
your,PAST_OR_NOT,-0.025762275,-0.118412175
there,PAST_OR_NOT,0.068957845,-0.023692054
lol,PAST_OR_NOT,0.183133768,0.090483868
with,PAST_OR_NOT,0.01193508,-0.080714819
ah,PAST_OR_NOT,0.155253269,0.06260337
an,PAST_OR_NOT,0.055818791,-0.036831109
as,PAST_OR_NOT,0.210298298,0.117648398
at,PAST_OR_NOT,0.025366269,-0.06728363
again,PAST_OR_NOT,0.042187342,-0.050462558
i need,PAST_OR_NOT,-0.113892867,-0.206542767
5,PAST_OR_NOT,0.085203219,-0.007446681
you,PAST_OR_NOT,0.015879039,-0.076770861
i would,PAST_OR_NOT,0.022645348,-0.070004552
having,PAST_OR_NOT,-0.141630178,-0.234280078
u,PAST_OR_NOT,-0.124794365,-0.217444264
all,PAST_OR_NOT,0.002865213,-0.089784687
month,PAST_OR_NOT,-0.038837882,-0.131487782
when people,PAST_OR_NOT,0.202592459,0.109942559
follow,PAST_OR_NOT,-0.051502906,-0.144152806
to,PAST_OR_NOT,-0.001453743,-0.094103643
smile,PAST_OR_NOT,-0.083074968,-0.175724868
i'll,PAST_OR_NOT,-0.077876043,-0.170525943
"yeah ,",PAST_OR_NOT,0.098639034,0.005989134
what,PAST_OR_NOT,0.039874926,-0.052774974
right now,PAST_OR_NOT,-0.279140754,-0.371790654
like the,PAST_OR_NOT,-0.004736313,-0.097386212
. at,PAST_OR_NOT,0.001709726,-0.090940173
more,PAST_OR_NOT,-0.090815615,-0.183465515
i just,PAST_OR_NOT,-0.047633705,-0.140283605
broke,PAST_OR_NOT,0.305843279,0.213193379
dress,PAST_OR_NOT,-0.002585635,-0.095235535
!,PAST_OR_NOT,0.00220598,-0.09044392
tried,PAST_OR_NOT,0.429974286,0.337324386
a,PAST_OR_NOT,0.120709806,0.028059906
don't,PAST_OR_NOT,-0.023614986,-0.116264886
its,PAST_OR_NOT,-0.079733773,-0.172383673
bout,PAST_OR_NOT,-0.019654647,-0.112304547
good,PAST_OR_NOT,-0.018941956,-0.111591856
just got,PAST_OR_NOT,0.363396354,0.270746454
always,PAST_OR_NOT,-0.02167858,-0.114328479
found,PAST_OR_NOT,0.306342016,0.213692116
week,PAST_OR_NOT,0.059805374,-0.032844525
hard,PAST_OR_NOT,0.049546108,-0.043103792
off to,PAST_OR_NOT,-0.056359687,-0.149009586
wish i,PAST_OR_NOT,-0.094625859,-0.187275759
must be,PAST_OR_NOT,0.016576627,-0.076073273
dont,PAST_OR_NOT,0.012945562,-0.079704338
done,PAST_OR_NOT,0.210915179,0.118265279
"""",PAST_OR_NOT,0.124261959,0.031612059
to get,PAST_OR_NOT,-0.014178429,-0.106828329
_intercept,PAST_OR_NOT,-0.649406376,-0.742056276
believe,PAST_OR_NOT,-0.037770114,-0.130420013
are you,PAST_OR_NOT,0.185897644,0.093247744
woke up,PAST_OR_NOT,0.003489942,-0.089159958
every time,PAST_OR_NOT,0.123854505,0.031204605
i think,PAST_OR_NOT,-0.050439344,-0.143089244
just want,PAST_OR_NOT,-0.053460414,-0.146110314
find,PAST_OR_NOT,-0.157337223,-0.249987123
i like,PAST_OR_NOT,-0.080767531,-0.17341743
his,PAST_OR_NOT,0.065162892,-0.027487007
today ...,PAST_OR_NOT,0.03182522,-0.060824679
see,PAST_OR_NOT,-0.222356133,-0.315006032
are,PAST_OR_NOT,-0.192622051,-0.28527195
please,PAST_OR_NOT,-0.023180589,-0.115830489
won,PAST_OR_NOT,0.58922798,0.49657808
last,PAST_OR_NOT,0.206015728,0.113365828
back from,PAST_OR_NOT,0.113292256,0.020642356
. my,PAST_OR_NOT,0.111330087,0.018680188
damn,PAST_OR_NOT,0.108145892,0.015495993
woke,PAST_OR_NOT,0.26991412,0.17726422
why is,PAST_OR_NOT,0.085040694,-0.007609206
look,PAST_OR_NOT,-0.020869495,-0.113519395
(:,PAST_OR_NOT,-0.0641049,-0.1567548
ready,PAST_OR_NOT,-0.044930365,-0.137580265
yesterday,PAST_OR_NOT,0.260857052,0.168207152
moment,PAST_OR_NOT,0.102053932,0.009404032
...,PAST_OR_NOT,0.138387212,0.045737312
game,PAST_OR_NOT,0.127628909,0.03497901
bit,PAST_OR_NOT,-0.178299107,-0.270949007
some,PAST_OR_NOT,-0.105851279,-0.198501179
back,PAST_OR_NOT,0.007786939,-0.084862961
want to,PAST_OR_NOT,-0.005024828,-0.097674728
be,PAST_OR_NOT,-0.139507729,-0.232157629
by,PAST_OR_NOT,0.017736601,-0.074913298
like a,PAST_OR_NOT,0.019069963,-0.073579937
because,PAST_OR_NOT,-0.16899775,-0.261647649
..,PAST_OR_NOT,0.075962147,-0.016687752
:,PAST_OR_NOT,0.030530352,-0.062119547
....,PAST_OR_NOT,-0.100260031,-0.192909931
up,PAST_OR_NOT,0.052292344,-0.040357555
called,PAST_OR_NOT,0.083715239,-0.008934661
: i,PAST_OR_NOT,0.011331979,-0.081317921
go,PAST_OR_NOT,-0.153387157,-0.246037057
http://t.co,PAST_OR_NOT,0.026083559,-0.066566341
should have,PAST_OR_NOT,0.420747384,0.328097484
great,PAST_OR_NOT,0.129256614,0.036606714
30,PAST_OR_NOT,0.113684893,0.021034994
makes,PAST_OR_NOT,-0.03571837,-0.128368269
thats,PAST_OR_NOT,0.022802279,-0.069847621
i was,PAST_OR_NOT,-0.202161027,-0.294810926
just a,PAST_OR_NOT,-0.096770668,-0.189420568
from,PAST_OR_NOT,0.3026349,0.209985
&,PAST_OR_NOT,0.015104836,-0.077545064
and now,PAST_OR_NOT,0.293703679,0.20105378
sister,PAST_OR_NOT,0.011401742,-0.081248158
this,PAST_OR_NOT,-0.035734911,-0.12838481
ride,PAST_OR_NOT,0.018674201,-0.073975699
when,PAST_OR_NOT,0.132065272,0.039415372
this is,PAST_OR_NOT,0.194162551,0.101512651
didnt,PAST_OR_NOT,0.195004662,0.102354762
? !,PAST_OR_NOT,0.055536735,-0.037113165
watch,PAST_OR_NOT,-0.106939711,-0.199589611
move,PAST_OR_NOT,-0.020899776,-0.113549676
won't,PAST_OR_NOT,0.015658766,-0.076991133
day,PAST_OR_NOT,0.105166115,0.012516215
doesnt,PAST_OR_NOT,0.137959053,0.045309154
out,PAST_OR_NOT,0.019754904,-0.072894995
their,PAST_OR_NOT,0.182264398,0.089614498
bed,PAST_OR_NOT,-0.027368519,-0.120018419
tonight,PAST_OR_NOT,-0.129090051,-0.22173995
have,PAST_OR_NOT,-0.007308596,-0.099958496
i miss,PAST_OR_NOT,-0.086941629,-0.179591529
need,PAST_OR_NOT,-0.194616614,-0.287266513
the day,PAST_OR_NOT,-0.016379747,-0.109029646
at the,PAST_OR_NOT,-0.067199411,-0.159849311
bring,PAST_OR_NOT,-0.123880879,-0.216530778
she,PAST_OR_NOT,0.029038981,-0.063610918
wish,PAST_OR_NOT,-0.333703022,-0.426352921
on my,PAST_OR_NOT,-0.097674155,-0.190324055
bought,PAST_OR_NOT,0.500743642,0.408093742
job,PAST_OR_NOT,0.10133216,0.008682261
like it,PAST_OR_NOT,-0.119508747,-0.212158646
follow me,PAST_OR_NOT,-0.031115951,-0.123765851
>,PAST_OR_NOT,0.004697631,-0.087952269
am,PAST_OR_NOT,-0.122862681,-0.21551258
finished,PAST_OR_NOT,0.550879859,0.458229959
will,PAST_OR_NOT,-0.241690364,-0.334340263
i,PAST_OR_NOT,0.074067098,-0.018582801
well,PAST_OR_NOT,0.025403452,-0.067246447
is the,PAST_OR_NOT,-0.052405737,-0.145055636
know,PAST_OR_NOT,0.092109953,-0.000539947
like,PAST_OR_NOT,-0.023511535,-0.116161434
lost,PAST_OR_NOT,0.4477312,0.3550813
home,PAST_OR_NOT,-0.05088999,-0.143539889
... it,PAST_OR_NOT,0.220662084,0.128012184
?,PAST_OR_NOT,-0.046027245,-0.138677144
. it,PAST_OR_NOT,-0.076716901,-0.169366801
in one,PAST_OR_NOT,0.055227515,-0.037422385
but,PAST_OR_NOT,-0.044954968,-0.137604868
he,PAST_OR_NOT,0.017124464,-0.075525435
made,PAST_OR_NOT,0.397115115,0.304465215
i want,PAST_OR_NOT,-0.050514664,-0.143164564
i dont,PAST_OR_NOT,0.003374637,-0.089275262
other,PAST_OR_NOT,0.102864906,0.010215007
monday,PAST_OR_NOT,-0.055367474,-0.148017374
friends,PAST_OR_NOT,0.022847558,-0.069802342
goin,PAST_OR_NOT,-0.019786426,-0.112436325
